Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location
1182643,barcelona,Apartment,From 5 September,3633-4056,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182643,Barcelona
810052,barcelona,Apartment,From 9 September,3542-4208,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/810052,Barcelona
994808,barcelona,Room,From 7 September,715,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994808,Barcelona
972218,barcelona,Room,From 1 December,800,bills included,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/972218,El Raval
1182939,barcelona,Apartment,From 18 November,3603-4147,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182939,Barcelona
1183012,barcelona,Apartment,From 11 November,3703-4126,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183012,Barcelona
122230,barcelona,Room,From 5 April 2025,820,no deposit,Private room in apartment in Vila de Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/122230,Vila de Gràcia
1182868,barcelona,Apartment,From 6 November,3779-4384,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182868,Barcelona
958105,barcelona,Room,From 1 January 2025,1100,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/958105,Barcelona
139851,barcelona,Apartment,From 4 January 2025,1600-2100,spotahome plus,Stylish 2-bedroom apartment for rent in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:apartments/139851,Sarrià-Sant Gervasi
959078,barcelona,Apartment,From 4 November,4070,no deposit,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/959078,Eixample
952751,barcelona,Room,From 4 January 2025,654,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952751,Barcelona
1005872,barcelona,Room,From 3 January 2025,705,bills included,Room shared for rent in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1005872,Barcelona
1180172,barcelona,Apartment,From 3 November,3946-4430,no deposit,2-bedroom apartment for rent in L'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180172,L'Eixample
941789,barcelona,Apartment,From 3 November,4210,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/941789,Barcelona
927691,barcelona,Apartment,From 4 November,4210,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/927691,Barcelona
641698,barcelona,Apartment,From 6 September,3960-4626,no deposit,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/641698,Barcelona
330167,barcelona,Room,From 4 April 2025,750,bills included,Room in 4-bedroom apartment in Esquerra Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/330167,Eixample Esquerra Eixample
668398,barcelona,Apartment,From 6 November,4117-4601,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668398,Barcelona
216222,barcelona,Apartment,From 2 January 2025,1580-2110,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/216222,Eixample
668512,barcelona,Apartment,From 19 September,3852-5155,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668512,Barcelona
1004065,barcelona,Room,From 1 September,715,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1004065,Barcelona
1175735,barcelona,Apartment,From 7 November,4268-4873,no deposit,2-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1175735,Barcelona
1180450,barcelona,Apartment,From 25 November,3603-4928,no deposit,2-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180450,Barcelona
953826,barcelona,Apartment,From 6 January 2025,2783,bills included,1-bedroom apartment for rent in El Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953826,El Poblenou
598348,barcelona,Apartment,From 3 January 2026,1820,bills included,1-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/598348,Ciutat Vella Vella
1183104,barcelona,Apartment,From 8 September,4444-5049,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183104,Barcelona
611228,barcelona,Apartment,From 24 October,1650,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/611228,Barcelona
1182932,barcelona,Apartment,From 31 August,4323-5110,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182932,Barcelona
469053,barcelona,Apartment,From 5 January 2025,2300,spotahome plus,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/469053,Barcelona
668395,barcelona,Apartment,From 28 October,3421-5357,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668395,Barcelona
1180008,barcelona,Apartment,From 6 September,3603-5545,no deposit,2-bedroom apartment for rent in L'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180008,L'Eixample
214973,barcelona,Apartment,From 1 January 2026,1580-2110,bills included,Charming 1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/214973,Eixample
871142,barcelona,Apartment,From 20 September,3430,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/871142,Barcelona
606085,barcelona,Apartment,From 1 November,3500,instant booking,3-bedroom apartment for rent in Born - Santa Cate Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/606085,Born
1003173,barcelona,Room,From 11 December,875,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1003173,Barcelona
973116,barcelona,Apartment,From 14 October,3770,no deposit,3-bedroom apartment for rent in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/973116,Les Corts
297491,barcelona,Apartment,From 30 September,3800,bills included,3-bedroom flat for rent in Sarrià-Sant Gervasi Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/297491,Sarrià-Sant Gervasi
1180136,barcelona,Apartment,From 11 November,3597-4202,no deposit,3-bedroom apartment for rent in L'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180136,L'Eixample
942721,barcelona,Room,From 31 January 2025,1320,bills included,Room for rent in 6-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/942721,Eixample
1175774,barcelona,Apartment,From 30 October,3784-4631,no deposit,3-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1175774,Barcelona
933365,barcelona,Apartment,From 16 October,4140,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/933365,Barcelona
668608,barcelona,Apartment,From 6 November,3905-4873,no deposit,3-bedroom apartment for rent in El Clot Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668608,El Clot
1180560,barcelona,Apartment,From 8 October,3842-4747,no deposit,3-bedroom apartment for rent in L'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1180560,L'Eixample
956111,barcelona,Room,From 15 December,925,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956111,Barcelona
809999,barcelona,Apartment,From 14 September,3784-5127,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/809999,Barcelona
624313,barcelona,Apartment,From 30 September,4067-5630,some bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/624313,Barcelona
668548,barcelona,Apartment,From 11 November,4570-5235,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668548,Barcelona
958106,barcelona,Room,From 1 January 2025,900,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/958106,Barcelona
668539,barcelona,Apartment,From 11 November,3724-5793,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668539,Barcelona
957177,barcelona,Apartment,From 4 November,5190,no deposit,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/957177,Barcelona
142563,barcelona,Apartment,From 4 January 2025,2000-2500,spotahome plus,3-bedroom apartment for rent in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/142563,Eixample Dreta
155191,barcelona,Room,From 6 November,890,some bills included,Ensuite room in 3-bedroom apartment - Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/155191,Poble Sec
668560,barcelona,Apartment,From 7 November,4813-5709,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668560,Barcelona
668649,barcelona,Apartment,From 9 November,5231-5775,no deposit,3-bedroom apartment for rent in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668649,La Barceloneta
1183015,barcelona,Apartment,From 7 November,5225-5770,no deposit,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183015,Barcelona
777520,barcelona,Apartment,From 24 April,5660,no deposit,3-bedroom apartment for rent in Ciutadella Park Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/777520,Ciutadella
444529,barcelona,Apartment,From 1 November 2025,2500,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/444529,Barcelona
229445,barcelona,Room,From 6 January 2025,645,instant booking,Spacious room in 6-bedroom apartment in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/229445,Les Corts
512542,barcelona,Room,From 5 January 2025,795,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/512542,Barcelona
654933,barcelona,Apartment,From 6 November,10000,some bills included,5-bedroom house for rent in Sant Andreu De Llavaneres,https://www.spotahome.com/barcelona/for-rent:apartments/654933,Sant Andreu De
370699,barcelona,Apartment,From 23 December,1490,some bills included,1-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/370699,El Born
95561,barcelona,Apartment,From 15 July 2025,1650-2500,some bills included,Spacious 2 Bed Apartment for Rent El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/95561,El Raval
994785,barcelona,Room,From 28 February 2025,670,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994785,Barcelona
226797,barcelona,Room,From 28 February 2025,715,instant booking,Bright room 6-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/226797,Eixample Eixample Esquerra de l'Eixample
347954,barcelona,Room,From 1 January 2025,750,bills included,Cool room for rent in 4-bedroom apartment in Les Corts,https://www.spotahome.com/barcelona/for-rent:rooms/347954,Les Corts
122231,barcelona,Room,From 31 December,1160,no deposit,Sunny room in shared apartment in Vila de Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/122231,Vila de Gràcia
363933,barcelona,Room,From 6 January 2025,650,instant booking,Double room for rent 6-bedroom apartment  LEsquerra,https://www.spotahome.com/barcelona/for-rent:rooms/363933,Barcelona
1076664,barcelona,Apartment,From 15 July 2025,1980,some bills included,2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1076664,Gràcia
236132,barcelona,Residence,From 5 January 2025,1187,bills included,Room for rent in residence in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/236132,Eixample Eixample Esquerra
138941,barcelona,Room,From 2 January 2025,650,some bills included,Inviting room in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/138941,El Raval
1004073,barcelona,Room,From 31 December,670,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1004073,Barcelona
1011930,barcelona,Studio,From 15 July 2025,1550,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1011930,Barcelona
394367,barcelona,Apartment,From 2 January 2026,1815,some bills included,3-bedroom apartment for rent in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/394367,L'Hospitalet de Llobregat
134916,barcelona,Apartment,From 1 January 2026,2750,some bills included,3-bedroom apartment for rent in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/134916,Eixample Dreta
953515,barcelona,Apartment,From 6 January 2025,2662,bills included,2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953515,El Raval
1201304,barcelona,Apartment,From 2 December,2300,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1201304,Barcelona
932575,barcelona,Room,From 2 January 2025,1090,some bills included,Room to rent in 8-bedroom apartment in Villa de Gracia,https://www.spotahome.com/barcelona/for-rent:rooms/932575,de Gracia
595971,barcelona,Apartment,From 3 January 2026,1820,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/595971,Eixample
368475,barcelona,Room,From 1 January 2026,650,some bills included,Room for rent in 2-bedroom apartment in Sant Martí,https://www.spotahome.com/barcelona/for-rent:rooms/368475,Sant Martí
827147,barcelona,Room,From 31 December,775,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827147,Barcelona
973267,barcelona,Room,From 28 February 2025,745,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973267,Barcelona
894034,barcelona,Apartment,From 6 June 2025,2500,bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/894034,Barcelona
236814,barcelona,Residence,From 5 January 2025,1252,bills included,Studio for rent in residence Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/236814,Eixample Eixample Esquerra
1179900,barcelona,Apartment,From 6 December,5044-5709,no deposit,2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1179900,Gràcia
598346,barcelona,Apartment,From 3 January 2026,1820,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/598346,Eixample
952872,barcelona,Room,From 3 June 2025,1082,bills included,Room for rent in 10-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952872,Barcelona
1003965,barcelona,Room,From 31 December,670,instant booking,Rooms for rent in a 7-Bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1003965,Barcelona
513648,barcelona,Room,From 5 January 2025,945-992,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/513648,Barcelona
592505,barcelona,Room,From 31 July 2025,1070,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592505,Barcelona
134922,barcelona,Apartment,From 1 January 2026,2730,some bills included,2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/134922,Gràcia
154963,barcelona,Room,From 30 November,645,instant booking,Lovely room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/154963,Gràcia
343294,barcelona,Apartment,From 1 March 2025,1550,some bills included,Elegant 1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/343294,El Raval
592522,barcelona,Room,From 1 January 2025,1090,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592522,Barcelona
1212314,barcelona,Apartment,From 9 February 2025,1890,some bills included,Modern equipped apartment in exclusive residential neighborhood,https://www.spotahome.com/barcelona/for-rent:apartments/1212314,Barcelona
953831,barcelona,Apartment,From 6 January 2025,3328,bills included,2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953831,Gràcia
1011945,barcelona,Apartment,From 29 December 2025,1990,some bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1011945,Barcelona
938849,barcelona,Apartment,From 7 March 2025,3360,no deposit,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/938849,Barcelona
262916,barcelona,Apartment,From 1 January 2025,1900,some bills included,Furnished 2-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/262916,Gràcia
122233,barcelona,Room,From 31 December,880,no deposit,Private room in apartment in Vila de Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/122233,Vila de Gràcia
955082,barcelona,Apartment,From 1 January 2026,2200,bills included,2-bedroom apartment for rent in El Poble-Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/955082,El Poble-Sec
122232,barcelona,Room,From 31 December,820,no deposit,Luminous room in apartment in Vila de Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/122232,Vila de Gràcia
953729,barcelona,Apartment,From 6 January 2025,3207,bills included,2-bedroom apartment for rent in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953729,La Barceloneta
155192,barcelona,Room,From 6 October 2025,795,some bills included,Bright room in 3-bedroom apartment - Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/155192,Poble Sec
894014,barcelona,Apartment,From 3 January 2026,2740,bills included,2-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/894014,Ciutat Vella Vella
475693,barcelona,Apartment,From 6 June 2025,3107-3728,instant booking,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/475693,Barcelona
592513,barcelona,Room,From 31 December,875,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592513,Barcelona
962199,barcelona,Room,From 3 December,785,some bills included,Room for rent in 8-bedroom apartment in Vila de Gràcia,https://www.spotahome.com/barcelona/for-rent:rooms/962199,Vila de Gràcia
143619,barcelona,Apartment,From 4 January 2025,1900-2500,spotahome plus,2-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/143619,El Born
523239,barcelona,Apartment,From 9 December,3300-5236,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/523239,Barcelona
602105,barcelona,Room,From 24 January 2025,1100,bills included,Room for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602105,Barcelona
406775,barcelona,Apartment,From 30 April 2025,2950,bills included,2-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/406775,Eixample
1081030,barcelona,Apartment,From 2 January 2025,3500,some bills included,2-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1081030,El Born
595975,barcelona,Apartment,From 3 January 2026,1924,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/595975,Eixample
592521,barcelona,Room,From 28 February 2025,950,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592521,Barcelona
592514,barcelona,Room,From 30 November,875,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/592514,Barcelona
936739,barcelona,Room,From 2 January 2025,632-842,bills included,Rooms for rent in a 5-bedroom apartment  in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/936739,Barcelona
924851,barcelona,Apartment,From 7 March 2025,5880,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924851,Barcelona
1183024,barcelona,Apartment,From 6 September,3845-4849,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183024,Barcelona
958107,barcelona,Room,From 1 January 2025,700,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/958107,Barcelona
990564,barcelona,Room,From 6 January 2025,900,bills included,Room for rent in 2 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/990564,Barcelona
728957,barcelona,Apartment,From 8 February 2025,3331,bills included,3-bedroom apartment for rent in El Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/728957,El  Gothic Quarter
953770,barcelona,Apartment,From 6 January 2025,3328,bills included,2-bedroom apartment for rent in El Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953770,El Poblenou
1066206,barcelona,Apartment,From 17 October 2025,2400,some bills included,3-bedroom apartment for rent in El Poble-Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1066206,El Poble-Sec
953828,barcelona,Apartment,From 6 January 2025,3300,bills included,3-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953828,Gràcia
953732,barcelona,Apartment,From 22 April 2025,3449,bills included,2-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953732,Ciutat Vella Vella
518832,barcelona,Apartment,From 1 January 2026,2000,bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/518832,Barcelona
206271,barcelona,Apartment,From 2 October 2025,1800,bills included,1-bedroom apartment for rent in Sagrada Familia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/206271,Sagrada Familia
1089822,barcelona,Apartment,From 8 March 2025,5179,spotahome plus,2-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1089822,Ciutat Vella Vella
1089819,barcelona,Apartment,From 8 March 2025,5179,spotahome plus,2-bedroom apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1089819,Ciutat Vella Vella
120805,barcelona,Apartment,From 6 January 2025,1900,some bills included,1-bedroom apartment with pool for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/120805,Barcelona
576970,barcelona,Room,From 31 December,1000,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/576970,Barcelona
953752,barcelona,Apartment,From 6 January 2025,3328,bills included,2-bedroom apartment for rent in El Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953752,El Poblenou
139817,barcelona,Apartment,From 4 January 2025,2069-2500,spotahome plus,Lovely 2-bedroom apartment for rent - Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/139817, Gòtic
924854,barcelona,Apartment,From 7 March 2025,6070,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924854,Barcelona
924840,barcelona,Apartment,From 7 March 2025,6270,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924840,Barcelona
292772,barcelona,Room,From 16 December,980,bills included,Room for rent in 6-bedroom apartment in Horta-Guinardó,https://www.spotahome.com/barcelona/for-rent:rooms/292772,Horta-Guinardó
206274,barcelona,Apartment,From 2 January 2025,1800,bills included,1-bedroom apartment for rent in Sagrada Familia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/206274,Sagrada Familia
206263,barcelona,Apartment,From 2 October 2025,2300,bills included,Modern 2-bedroom apartment for rent in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:apartments/206263,Eixample Dreta
640971,barcelona,Room,From 1 January 2025,795,some bills included,Room for rent in 5-bedroom apartment in Barrio Gótico,https://www.spotahome.com/barcelona/for-rent:rooms/640971,Barrio Gótico
944318,barcelona,Apartment,From 7 October,2900,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/944318,Barcelona
953670,barcelona,Apartment,From 20 April 2025,2965,bills included,1-bedroom apartment for rent in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953670,La Barceloneta
953476,barcelona,Apartment,From 3 January 2026,1924,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953476,Eixample
139838,barcelona,Apartment,From 4 January 2025,1990-2500,spotahome plus,Super 2-bedroom apartment for rent in Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/139838, Gothic Quarter
924865,barcelona,Apartment,From 7 March 2025,6450,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924865,Barcelona
314394,barcelona,Residence,From 5 January 2025,1835,bills included,Room for rent in residence in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/314394,Eixample Eixample Esquerra
125175,barcelona,Apartment,From 5 January 2025,2600-2900,spotahome plus,2-bedroom apartment for rent in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/125175, Gòtic
595973,barcelona,Apartment,From 3 January 2026,1924,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/595973,Eixample
894000,barcelona,Apartment,From 3 January 2026,2590,bills included,2-bedroom apartment for rent in Sant Gervasi - Galvany,https://www.spotahome.com/barcelona/for-rent:apartments/894000,Sant Gervasi
595969,barcelona,Apartment,From 3 January 2026,1924,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/595969,Eixample
139832,barcelona,Apartment,From 4 January 2025,2200-2500,spotahome plus,Mod 2-bedroom apartment for rent in Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/139832, Gothic Quarter
595977,barcelona,Apartment,From 3 January 2026,1924,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/595977,Eixample
314405,barcelona,Residence,From 5 January 2025,1099,bills included,Room for rent in residence in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:residences/314405,Eixample Eixample Esquerra
912962,barcelona,Apartment,From 24 September 2025,2600,some bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/912962,Barcelona
1013058,barcelona,Apartment,From 2 January 2025,2640,bills included,1-bedroom apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1013058,Eixample
206270,barcelona,Apartment,From 2 October 2025,1800,some bills included,1-bedroom apartment for rent in Sagrada Familia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/206270,Sagrada Familia
522156,barcelona,Apartment,From 27 January 2025,3905-4510,no deposit,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/522156,Barcelona
668931,barcelona,Apartment,From 7 November,3700,instant booking,4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668931,Barcelona
754472,barcelona,Apartment,From 11 September 2025,2339-4042,bills included,2-bedroom apartment for rent in Vila De Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/754472,Vila De Gràcia
953578,barcelona,Apartment,From 20 April 2025,3267,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/953578,Barcelona
