Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link
1196098,barcelona,Apartment,From 3 March,1500-1800,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196098
1206375,barcelona,Room,From 7 April,550,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1206375
982712,barcelona,Room,From 1 April,900,bills included,Room for rent in a 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982712
1209143,barcelona,Studio,From 2 March,1390-2990,no deposit,Studio apartment for rent in Sitges,https://www.spotahome.com/barcelona/for-rent:studios/1209143
565524,barcelona,Room,From 2 March,590,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/565524
1069918,barcelona,Apartment,From 5 March,1900,some bills included,"2-bedroom apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1069918
1004068,barcelona,Room,From 2 March,615,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1004068
1189764,barcelona,Apartment,From 5 March,1775,bills included,"3-bedroom apartment for rent in L'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1189764
219439,barcelona,Room,From 2 March,545,instant booking,"Room in 5-bedroom apartment L'Esquerra l'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/219439
968135,barcelona,Apartment,From 8 March,1500,some bills included,"1-bedroom apartment for rent in Sants-Montjuïc, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/968135
1175457,barcelona,Room,From 2 March,550,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1175457
1089737,barcelona,Room,From 2 April,500,instant booking,Room for rent in shared 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089737
1090766,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090766
305648,barcelona,Room,From 2 March,540,instant booking,"Functional room to rent, 7-bed apartment, Eixample Esquerra",https://www.spotahome.com/barcelona/for-rent:rooms/305648
966492,barcelona,Room,From 2 March,550,bills included,"Room for rent in 3-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/966492
1090763,barcelona,Room,From 5 March,750,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090763
754857,barcelona,Apartment,From 7 March,1800-2500,bills included,2-bedroom loft apartment for rent in the center of Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/754857
1091457,barcelona,Room,From 1 April,500,instant booking,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091457
1189871,barcelona,Room,From 5 March,711,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1189871
1089802,barcelona,Room,From 2 March,545,instant booking,"Double room in 5-bedrooom apartment, Hospitalet de Llobregat",https://www.spotahome.com/barcelona/for-rent:rooms/1089802
1082032,barcelona,Room,From 1 April,800,no deposit,Rooms for rent in shared 3 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1082032
768729,barcelona,Room,From 2 March,515,instant booking,"Room for rent in 6-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/768729
222017,barcelona,Room,From 7 March,649,instant booking,"Bright room in 5-bedroom apartment, Sant Martí, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/222017
994860,barcelona,Room,From 2 March,545,instant booking,Room for rent in 11-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994860
349721,barcelona,Room,From 1 April,500,bills included,Cozy room for rent in 3-bedroom apartment in Poble-Sec,https://www.spotahome.com/barcelona/for-rent:rooms/349721
127989,barcelona,Room,From 2 March,1000-1200,bills included,"Nice room, 6-bedroom apartment, La Barceloneta, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/127989
1022809,barcelona,Room,From 2 March,700,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022809
865280,barcelona,Room,From 2 March,740,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/865280
219437,barcelona,Room,From 2 March,590,instant booking,"Room in 5-bedroom apartment L'Esquerra l'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/219437
1219801,barcelona,Room,From 16 August,600,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1219801
1202229,barcelona,Room,From 2 March,520,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202229
295439,barcelona,Apartment,From 2 March,1750-1800,instant booking,"Sunny & spacious apartment  80 m2  in Barri Gòtic, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/295439
1022863,barcelona,Room,From 22 March,700,no deposit,Room for rent in a 3-bedroom house in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1022863
413705,barcelona,Room,From 2 March,550,spotahome plus,"Room for rent in 3-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/413705
963601,barcelona,Room,From 2 March,550,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/963601
302892,barcelona,Room,From 5 March,690,some bills included,"Comfy room for rent in 2-bedroom apartment, Eixample Dreta",https://www.spotahome.com/barcelona/for-rent:rooms/302892
931850,barcelona,Room,From 15 April,390-450,instant booking,"Room for rent in 8-bedroom house in Collblanc, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/931850
1075184,barcelona,Studio,From 23 March,1500,bills included,"Studio apartment for rent in Sagrada Familia, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/1075184
979311,barcelona,Room,From 2 March,580,bills included,Room for rent in 4-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/979311
1200419,barcelona,Room,From 2 March,900,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1200419
918326,barcelona,Studio,From 2 March,1600,bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/918326
1018037,barcelona,Apartment,From 2 March,1850,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1018037
1218948,barcelona,Room,From 2 March,560,spotahome plus,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218948
1199277,barcelona,Room,From 2 April,541,bills included,Furnished Bedroom in Barcelona - Bedroom number 4,https://www.spotahome.com/barcelona/for-rent:rooms/1199277
991767,barcelona,Room,From 2 March,570,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/991767
1161001,barcelona,Apartment,From 1 May,1720,bills included,"1-bedroom apartment for rent in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1161001
382718,barcelona,Room,From 7 March,540,bills included,"Cosy room for rent, 5-bedroom apartment, L’Eixample",https://www.spotahome.com/barcelona/for-rent:rooms/382718
565525,barcelona,Room,From 2 March,590,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/565525
852416,barcelona,Room,From 2 March,575,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/852416
1210205,barcelona,Apartment,From 7 March,1700,bills included,2-bedroom apartment for rent in Segur de Calafell,https://www.spotahome.com/barcelona/for-rent:apartments/1210205
378704,barcelona,Studio,From 6 March,800,instant booking,Studio apartment for rent in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:studios/378704
1175456,barcelona,Room,From 2 March,550,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1175456
601294,barcelona,Room,From 2 March,600,instant booking,Room in coliving in Gothic Quarter,https://www.spotahome.com/barcelona/for-rent:rooms/601294
139041,barcelona,Apartment,From 7 March,1500,some bills included,Lovely 1-bedroom apartment for rent in El Raval,https://www.spotahome.com/barcelona/for-rent:apartments/139041
400767,barcelona,Room,From 16 April,450,bills included,Room for rent in 11-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/400767
219454,barcelona,Room,From 2 March,575,instant booking,"Cozy room in 5-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/219454
123185,barcelona,Room,From 2 March,625,bills included,"Rooms for rent in apartment in Eixample Esquerra, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/123185
201544,barcelona,Studio,From 3 April,730,some bills included,"Studio apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/201544
797494,barcelona,Room,From 2 March,550,bills included,Rooms for women for rent in 3-bedroom apartment in El Port,https://www.spotahome.com/barcelona/for-rent:rooms/797494
609721,barcelona,Room,From 20 April,450,some bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/609721
928825,barcelona,Room,From 3 March,715,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928825
601296,barcelona,Room,From 2 March,570,instant booking,Enjoy the community of a coliving in the Gothic Quarter,https://www.spotahome.com/barcelona/for-rent:rooms/601296
955285,barcelona,Studio,From 17 April,1000,some bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/955285
1185483,barcelona,Room,From 18 March,560,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1185483
1076257,barcelona,Room,From 18 April,440,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1076257
599075,barcelona,Apartment,From 3 April,1400,some bills included,"1-bedroom apartment for rent in Plaça Espanya, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/599075
405200,barcelona,Apartment,From 4 April,1300,spotahome plus,Modern 2-bedroom apartment for rent in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/405200
401910,barcelona,Apartment,From 7 March,1600,bills included,Cool 1-bedroom apartment for rent in l'Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:apartments/401910
1169306,barcelona,Room,From 2 March,480,bills included,Rooms for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1169306
413704,barcelona,Room,From 2 March,600,spotahome plus,"Room for rent in 3-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/413704
576506,barcelona,Room,From 2 March,650,instant booking,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/576506
326478,barcelona,Room,From 2 March,570,instant booking,Room for rent 7-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/326478
291434,barcelona,Studio,From 12 March,950-2100,instant booking,"Calm studio flat for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/291434
951578,barcelona,Room,From 2 March,700,bills included,Room in shared apartment in Badalona,https://www.spotahome.com/barcelona/for-rent:rooms/951578
431005,barcelona,Apartment,From 2 March,1850,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/431005
928820,barcelona,Room,From 3 March,737,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928820
754167,barcelona,Room,From 2 March,950,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/754167
954532,barcelona,Apartment,From 7 March,2000,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/954532
222019,barcelona,Room,From 7 March,649,instant booking,"Spacious room in 5-bedroom apartment, Sant Martí, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/222019
619276,barcelona,Room,From 7 March,489,bills included,"Room for rent in 1-bedroom apartment in Horta, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/619276
935195,barcelona,Room,From 1 April,890,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935195
357028,barcelona,Studio,From 5 March,1080,some bills included,"Cozy studio apartment in Sants, Barcelona - Students Only",https://www.spotahome.com/barcelona/for-rent:studios/357028
95311,barcelona,Apartment,From 2 March,1770,bills included,"Modern 1-bedroom apartment for rent in Barceloneta,Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/95311
1199276,barcelona,Room,From 5 March,623,bills included,Furnished Bedroom in Barcelona - Bedroom number 3,https://www.spotahome.com/barcelona/for-rent:rooms/1199276
602414,barcelona,Room,From 5 March,634,bills included,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602414
602415,barcelona,Room,From 5 March,634,bills included,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602415
