Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link
893996,barcelona,Apartment,From 29 April,3040,bills included,"3-bedroom apartment for rent in Sant Gervasi, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/893996
480286,barcelona,Room,From 3 July,699,instant booking,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/480286
1091471,barcelona,Room,From 2 March,630,instant booking,Rooms for rent in shared 6-bedroom apartment in Ciutat Vella,https://www.spotahome.com/barcelona/for-rent:rooms/1091471
1091473,barcelona,Room,From 2 March,590,instant booking,Rooms for rent in shared 6-bedroom apartment in Ciutat Vella,https://www.spotahome.com/barcelona/for-rent:rooms/1091473
573720,barcelona,Room,From 1 July,580,bills included,"Rooms for rent in 25-bedroom house in Bellaterra, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/573720
609722,barcelona,Room,From 7 March,450,some bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/609722
466285,barcelona,Room,From 18 June,699,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/466285
1202436,barcelona,Apartment,From 2 March,990,spotahome plus,Whole 2 bedrooms apartment in Badalona,https://www.spotahome.com/barcelona/for-rent:apartments/1202436
621259,barcelona,Apartment,From 3 May,1495,some bills included,Centrally located temporary rental apartment in Born neighborhood,https://www.spotahome.com/barcelona/for-rent:apartments/621259
1216839,barcelona,Room,From 2 March,950,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1216839
597642,barcelona,Apartment,From 2 March,1620,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/597642
1216837,barcelona,Room,From 2 March,1100,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1216837
372175,barcelona,Room,From 2 March,400-515,instant booking,"Sunny room in 5-bedrooom apartment, Hospitalet de Llobregat",https://www.spotahome.com/barcelona/for-rent:rooms/372175
1067314,barcelona,Studio,From 3 May,1250,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1067314
1090764,barcelona,Room,From 5 March,500-550,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090764
971709,barcelona,Room,From 2 March,500,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/971709
440497,barcelona,Room,From 2 March,550,bills included,Rooms for rent in a 3 bedroom apartment in Barcelona.,https://www.spotahome.com/barcelona/for-rent:rooms/440497
994790,barcelona,Room,From 2 March,425-535,instant booking,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/994790
138621,barcelona,Room,From 4 March,585,instant booking,"Cosy room to rent in shared apartment in Poblenou, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/138621
768727,barcelona,Room,From 1 July,575,instant booking,"Room for rent in 6-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/768727
206778,barcelona,Room,From 2 March,465,instant booking,Furnished room 7-bedroom apartment Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/206778
1081073,barcelona,Room,From 2 March,450,some bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1081073
1190063,barcelona,Room,From 2 March,430-545,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190063
1208348,barcelona,Room,From 2 March,600,bills included,Room for rent in a 5-Bedroom apartment in Barcelona.,https://www.spotahome.com/barcelona/for-rent:rooms/1208348
283341,barcelona,Room,From 3 March,630,bills included,"Room in 4-bedroom apartment in Eixample Dreta, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/283341
1190065,barcelona,Room,From 2 March,450-565,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190065
780909,barcelona,Studio,From 6 July,1200,some bills included,"1-bedroom apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/780909
1196249,barcelona,Apartment,From 2 June,2700-3000,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196249
1219798,barcelona,Room,From 2 March,725,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1219798
334049,barcelona,Room,From 2 March,430-540,instant booking,"Room in 5-bedroom apartment in Horta-Guinardó, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/334049
982422,barcelona,Room,From 2 March,750,no deposit,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982422
1208988,barcelona,Apartment,From 2 March,1390-2990,no deposit,2-bedroom apartment for rent in Sitges,https://www.spotahome.com/barcelona/for-rent:apartments/1208988
1203084,barcelona,Studio,From 7 March,1400,spotahome plus,"Studio apartment for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/1203084
880351,barcelona,Apartment,From 2 March,1620,bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/880351
956417,barcelona,Room,From 2 March,515,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956417
229444,barcelona,Room,From 2 March,480-600,instant booking,"Bright room in 6-bedroom apartment in Les Corts, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/229444
1090767,barcelona,Room,From 5 March,700-750,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090767
272421,barcelona,Apartment,From 3 March,1550,some bills included,"2-bedroom apartment for rent in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/272421
985691,barcelona,Apartment,From 1 April,1620,bills included,"3-bedroom apartment for rent in Sants-Montjuïc, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/985691
219435,barcelona,Room,From 30 June,600-745,instant booking,"Room in 5-bedroom apartment L'Esquerra l'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/219435
201538,barcelona,Studio,From 3 March,730,some bills included,Semi-independt studio apartment for rent in El Raval,https://www.spotahome.com/barcelona/for-rent:studios/201538
768574,barcelona,Room,From 3 March,450,bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/768574
251737,barcelona,Room,From 7 March,500,no deposit,"Room in shared apartment  Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/251737
942592,barcelona,Room,From 2 March,445,instant booking,Room for rent in 5-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/942592
955346,barcelona,Room,From 7 March,625,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/955346
262956,barcelona,Apartment,From 5 March,1300,spotahome plus,2-bedroom apartment for rent in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/262956
326474,barcelona,Room,From 2 March,400-495,instant booking,Room for rent 7-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/326474
1090765,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090765
206774,barcelona,Room,From 2 March,475-595,instant booking,"Furnished room 7-bedroom apartment Horta-Guinardó, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/206774
1217893,barcelona,Room,From 7 March,500,some bills included,Room in shared apartment in Sant Adrià de Besòs,https://www.spotahome.com/barcelona/for-rent:rooms/1217893
1199274,barcelona,Room,From 5 March,685,bills included,Furnished Bedroom in Barcelona - Bedroom number 1,https://www.spotahome.com/barcelona/for-rent:rooms/1199274
1081663,barcelona,Room,From 2 March,700,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1081663
962796,barcelona,Room,From 2 March,525,instant booking,"Room for rent in 5-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/962796
922260,barcelona,Room,From 2 March,550,bills included,"Room in 2-bedroom apartment in El Carmel, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/922260
218408,barcelona,Room,From 15 March,445,instant booking,Tidy room for rent in 5-bedroom apartment next to La Rambla,https://www.spotahome.com/barcelona/for-rent:rooms/218408
768572,barcelona,Room,From 3 March,575,bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/768572
1218463,barcelona,Room,From 2 March,910,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218463
373987,barcelona,Room,From 5 March,439,some bills included,"Room in 14-bedroom apartment in Sant Gervasi, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/373987
1191054,barcelona,Room,From 15 March,475,bills included,Room for rent in a 4-bedroom apartment in Mataró,https://www.spotahome.com/barcelona/for-rent:rooms/1191054
366029,barcelona,Room,From 2 March,500,bills included,Cozy room in 6-bedroom house in Sant Cugat del Vallès,https://www.spotahome.com/barcelona/for-rent:rooms/366029
392365,barcelona,Room,From 3 March,431-575,bills included,"Cosy room for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/392365
973202,barcelona,Room,From 2 March,625,instant booking,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973202
1218464,barcelona,Room,From 2 March,820,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218464
777449,barcelona,Room,From 5 March,580,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777449
1002483,barcelona,Room,From 7 March,500,bills included,Cozy bedroom in 7-bedroom apartment for rent in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1002483
132751,barcelona,Apartment,From 18 March,1250,some bills included,2-bedroom apartment for rent with balcony in El Raval,https://www.spotahome.com/barcelona/for-rent:apartments/132751
1086158,barcelona,Studio,From 3 March,1170,some bills included,"Studio apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/1086158
1083399,barcelona,Room,From 2 March,600,no deposit,"Room for rent in 3-bedroom apartment in Cornellà, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1083399
219457,barcelona,Room,From 2 March,485,instant booking,"Furnished room in 5-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/219457
221781,barcelona,Room,From 2 March,620,some bills included,"Spacious room in 5-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/221781
1205899,barcelona,Room,From 2 March,690,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1205899
1195293,barcelona,Room,From 1 May,500,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1195293
762491,barcelona,Room,From 2 March,950,bills included,Rooms for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/762491
777447,barcelona,Room,From 5 March,526,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777447
374284,barcelona,Room,From 5 March,634,some bills included,Room in 10-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/374284
253769,barcelona,Room,From 7 March,650,bills included,"Room for rent in 4-bedroom apartment in Gracia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/253769
917848,barcelona,Room,From 2 March,650,bills included,Room for rent in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917848
440494,barcelona,Apartment,From 7 March,1700,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/440494
120170,barcelona,Studio,From 6 March,750,instant booking,"Studio apartment with AC for rent in Collblanc, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/120170
138804,barcelona,Studio,From 10 March,1300,bills included,Bijou studio apartment for rent in El Raval,https://www.spotahome.com/barcelona/for-rent:studios/138804
1089072,barcelona,Room,From 2 March,525,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089072
161865,barcelona,Room,From 2 March,580,some bills included,"Luminous room in 5-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/161865
127991,barcelona,Room,From 2 March,1200-1300,no deposit,"Big room in 6-bedroom apartment in La Barceloneta, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/127991
1010372,barcelona,Room,From 29 March,890,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1010372
1215438,barcelona,Apartment,From 2 March,1620,bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1215438
1217901,barcelona,Room,From 1 April,775,no deposit,Room for rent in a 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1217901
605357,barcelona,Room,From 30 March,430,bills included,Rooms for rent in 2-bedroom apartment in La Sagrada Família,https://www.spotahome.com/barcelona/for-rent:rooms/605357
1198799,barcelona,Apartment,From 2 March,1090,some bills included,Modern fully furnished apartment on Guifré street,https://www.spotahome.com/barcelona/for-rent:apartments/1198799
608691,barcelona,Room,From 3 March,491-655,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/608691
695509,barcelona,Room,From 7 March,470,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/695509
1014779,barcelona,Apartment,From 2 March,1400,bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1014779
1185408,barcelona,Studio,From 2 March,1000,some bills included,"Studio apartment for rent in Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/1185408
1210089,barcelona,Room,From 3 March,600,bills included,"Bedroom with Double Bed in  Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1210089
514185,barcelona,Room,From 2 March,550,bills included,Room in shared apartment in Sant Cugat del Vallès,https://www.spotahome.com/barcelona/for-rent:rooms/514185
1000074,barcelona,Room,From 7 March,530,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1000074
94104,barcelona,Room,From 3 March,499-665,bills included,"Cozy room in shared apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/94104
1213609,barcelona,Apartment,From 5 March,2075,no deposit,Rustic flat in the Gothic centre,https://www.spotahome.com/barcelona/for-rent:apartments/1213609
264267,barcelona,Room,From 2 March,650,bills included,Room in 4-bedroom apartment in L’Esquerra de l’Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/264267
580279,barcelona,Room,From 2 March,550,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580279
1090761,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090761
1170512,barcelona,Room,From 3 March,490,bills included,Room in shared apartment in El Prat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1170512
579898,barcelona,Room,From 2 March,575,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/579898
1169307,barcelona,Room,From 2 March,500,bills included,Rooms for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1169307
384036,barcelona,Apartment,From 2 March,1700,bills included,"1-bedroom apartment for rent in Vila Olímpica, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/384036
1202578,barcelona,Room,From 7 March,590,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202578
1199391,barcelona,Room,From 3 March,900,bills included,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199391
1073866,barcelona,Apartment,From 2 March,1980,bills included,"1-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1073866
931859,barcelona,Room,From 16 March,580,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931859
1091377,barcelona,Room,From 31 March,560,instant booking,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091377
480292,barcelona,Room,From 18 March,629,instant booking,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/480292
1199284,barcelona,Room,From 13 March,750,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199284
913279,barcelona,Room,From 7 March,550,some bills included,Rooms for rent in shared apartment in Bacelona,https://www.spotahome.com/barcelona/for-rent:rooms/913279
956826,barcelona,Room,From 2 March,550,instant booking,"Room for rent in 4-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/956826
917841,barcelona,Room,From 7 March,650,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917841
1074447,barcelona,Room,From 2 March,800,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1074447
930592,barcelona,Room,From 2 March,595,bills included,Room for rent in 4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/930592
953317,barcelona,Room,From 5 March,584,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953317
1087760,barcelona,Apartment,From 5 March,1900,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1087760
510900,barcelona,Apartment,From 31 March,1350,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/510900
952274,barcelona,Room,From 2 March,500-645,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952274
639145,barcelona,Room,From 2 March,460-575,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/639145
777448,barcelona,Room,From 5 March,559,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777448
827148,barcelona,Room,From 2 March,590-675,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827148
372789,barcelona,Room,From 5 March,689,some bills included,Room in 10-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/372789
1015667,barcelona,Apartment,From 2 March,2900,no deposit,"1-bedroom apartment for rent in Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1015667
226090,barcelona,Room,From 2 March,695-800,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/226090
272058,barcelona,Studio,From 6 March,790,instant booking,"Studio for rent in L'Hospitalet de Llobregat, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/272058
602410,barcelona,Room,From 5 March,682,bills included,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602410
961242,barcelona,Room,From 2 March,600,instant booking,"Room for rent in 3-bedroom apartment in Porta, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/961242
642551,barcelona,Studio,From 2 March,1295,bills included,"Studio apartment for rent in Ciutat Vella, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/642551
1001197,barcelona,Apartment,From 7 March,2000,bills included,"1-bedroom apartment for rent in La Barceloneta, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1001197
396065,barcelona,Room,From 2 March,470,instant booking,"Lovely room for rent in Navas, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/396065
200965,barcelona,Studio,From 6 March,799,instant booking,"Studio for rent in L'Hospitalet de Llobregat, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/200965
390781,barcelona,Room,From 7 March,600,bills included,"Room for rent in 4-bedroom apartment in Gracia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/390781
295382,barcelona,Room,From 2 March,950,bills included,"Huge room in 5-bedroom apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/295382
433931,barcelona,Apartment,From 2 March,2200,some bills included,3-bedroom apartment for rent in L'Hospitalet De Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/433931
955347,barcelona,Room,From 7 March,625,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/955347
135431,barcelona,Studio,From 14 March,1250,some bills included,"Studio apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/135431
939948,barcelona,Room,From 16 March,520,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939948
154962,barcelona,Room,From 2 March,500-625,instant booking,"Charming room for rent in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/154962
818589,barcelona,Room,From 2 March,550,bills included,Room for rent in a 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/818589
1190061,barcelona,Room,From 2 March,470-595,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190061
1199283,barcelona,Room,From 13 March,750,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199283
302695,barcelona,Room,From 17 March,595,bills included,Room for rent in 7-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/302695
334048,barcelona,Room,From 2 March,445,instant booking,"Room in 5-bedroom apartment in Horta-Guinardó, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/334048
150727,barcelona,Room,From 2 March,600,some bills included,"Interior room for rent, L'Esquerra de l'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/150727
973266,barcelona,Room,From 1 April,495,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973266
1085723,barcelona,Room,From 7 March,465,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1085723
120983,barcelona,Room,From 3 March,609-812,bills included,"Relaxing room in 7-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/120983
206775,barcelona,Room,From 30 September,540,instant booking,"Tidy room in 7-bedroom apartment, Horta-Guinardó, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/206775
1083376,barcelona,Apartment,From 2 March,2200,instant booking,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1083376
1192655,barcelona,Apartment,From 7 March,1520,spotahome plus,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1192655
917852,barcelona,Room,From 31 March,500,bills included,Room for rent in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917852
432250,barcelona,Apartment,From 11 March,2000-3000,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/432250
811867,barcelona,Apartment,From 2 March,1500,bills included,"1-bedroom apartment for rent in Barri Gotic, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/811867
372790,barcelona,Room,From 5 March,525,some bills included,Room in 10-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/372790
354228,barcelona,Apartment,From 5 March,1000,some bills included,"Slick 1-bedroom apartment for rent in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/354228
1088065,barcelona,Studio,From 5 March,1700,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1088065
945104,barcelona,Room,From 16 March,580,bills included,"Room for rent in 3-bedroom apartment in Porta, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/945104
349806,barcelona,Room,From 29 March,580,bills included,Room for rent in 3-bedroom apartment in l'Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/349806
1172537,barcelona,Room,From 5 March,935,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172537
85661,barcelona,Apartment,From 2 March,1850,bills included,"Interior rented apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/85661
1202226,barcelona,Room,From 2 March,495,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202226
118254,barcelona,Room,From 2 March,850,bills included,"Room for rent in shared apartment near Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/118254
289131,barcelona,Room,From 5 March,690,bills included,Tidy room for rent in 3-bedroom apartment in Gràcia,https://www.spotahome.com/barcelona/for-rent:rooms/289131
939949,barcelona,Room,From 2 March,620,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939949
282609,barcelona,Apartment,From 2 March,1320,long term,Comfy 2-bedroom apartment to rent in Cornellà de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/282609
226795,barcelona,Room,From 2 April,400-500,instant booking,"Cosy room 6-bedroom apartment, L'Esquerra de l'Eixample",https://www.spotahome.com/barcelona/for-rent:rooms/226795
84705,barcelona,Room,From 1 April,495,bills included,"Welcoming room in shared apartment in Poblenou, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/84705
973311,barcelona,Apartment,From 2 March,1400,bills included,Whole 2 bedrooms apartment in Badalona,https://www.spotahome.com/barcelona/for-rent:apartments/973311
599304,barcelona,Room,From 2 March,540,bills included,Room for rent in 2-bedroom apartment in Madrid,https://www.spotahome.com/barcelona/for-rent:rooms/599304
380306,barcelona,Room,From 5 March,547,some bills included,"Room for rent in 19-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/380306
1008449,barcelona,Apartment,From 2 March,2300,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1008449
1199285,barcelona,Room,From 13 March,650,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199285
146566,barcelona,Apartment,From 4 April,1350,some bills included,"Elegant 1-bedroom apartment for rent in Poble-sec, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/146566
827145,barcelona,Room,From 2 March,650-750,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827145
1209088,barcelona,Apartment,From 2 March,1495,some bills included,Cozy furnished apartment in El Clot,https://www.spotahome.com/barcelona/for-rent:apartments/1209088
950619,barcelona,Room,From 2 March,950,bills included,"Room for rent in 5-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/950619
925221,barcelona,Room,From 8 March,540,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925221
954491,barcelona,Room,From 2 March,600,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954491
580289,barcelona,Room,From 2 March,780,bills included,"Room for rent in 2-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/580289
